dataset	data_key	location_key	location_type	location_label	country_code	country	province	administrative	location_lat	location_long	date	day_index_1	day_index_10	day_index_100	day_index_1k	day_index_10k	absolute_confirmed	absolute_deaths	absolute_recovered	absolute_infected	absolute_pop100k_confirmed	absolute_pop100k_deaths	absolute_pop100k_recovered	absolute_pop100k_infected	relative_confirmed	relative_deaths	relative_recovered	relative_infected	delta_confirmed	delta_deaths	delta_recovered	delta_infected	deltapct_confirmed	deltapct_deaths	deltapct_recovered	deltapct_infected	factbook_area	factbook_population	factbook_death_rate	factbook_median_age
nytimes/us-counties	e4c85523c426	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-25	13	6				68	2		66	0.1635869852985098	0.004811381920544406		0.1587756033779654		2.941176470588235		97.05882352941177	12			12	21.428571428571427			22.22222222222222	231759	41568099		
nytimes/us-counties	90f145676392	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-26	14	7				81	2		79	0.19486096778204842	0.004811381920544406		0.19004958586150403		2.4691358024691357		97.53086419753086	13			13	19.11764705882353			19.696969696969695	231759	41568099		
nytimes/us-counties	967882b73a6c	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-27	15	8				98	3		95	0.2357577141066759	0.007217072880816609		0.22854064122585926		3.061224489795918		96.93877551020408	17	1		16	20.987654320987655	50		20.253164556962027	231759	41568099		
nytimes/us-counties	5097ee2a579d	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-28	16	9	1			119	3		116	0.2862772242723921	0.007217072880816609		0.27906015139157553		2.5210084033613445		97.47899159663865	21			21	21.428571428571427			22.105263157894736	231759	41568099		
nytimes/us-counties	271e58b01253	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-29	17	10	2			150	5		145	0.3608536440408304	0.012028454801361015		0.3488251892394694		3.3333333333333335		96.66666666666667	31	2		29	26.050420168067227	66.66666666666667		25	231759	41568099		
nytimes/us-counties	13fca9915cb2	21a21f180e9a	total-subregion	Caribbean		Caribbean					2020-03-30	18	11	3			204	6		198	0.49076095589552937	0.014434145761633217		0.47632681013389616		2.941176470588235		97.05882352941177	54	1		53	36	20		36.55172413793103	231759	41568099		
nytimes/us-counties	ea678e8ca2dd	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-15	1					3			3	1.7805739383327892			1.7805739383327892				100									544	168485	6	29.4
nytimes/us-counties	a03d5a951836	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-18	4					8			8	4.748197168887438			4.748197168887438				100	5			5	166.66666666666666			166.66666666666666	544	168485	6	29.4
nytimes/us-counties	e599ba875dbc	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-19	5	1				12			12	7.122295753331157			7.122295753331157				100	4			4	50			50	544	168485	6	29.4
nytimes/us-counties	3587b4a18189	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-20	6	2				14			14	8.309345045553016			8.309345045553016				100	2			2	16.666666666666668			16.666666666666668	544	168485	6	29.4
nytimes/us-counties	90246816345a	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-21	7	3				15			15	8.902869691663946			8.902869691663946				100	1			1	7.142857142857143			7.142857142857143	544	168485	6	29.4
nytimes/us-counties	8761985dd2b9	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-22	8	4				27	1		26	16.0251654449951	0.5935246461109297		15.431640798884171		3.7037037037037033		96.29629629629629	12	1		11	80			73.33333333333333	544	168485	6	29.4
nytimes/us-counties	6919b7125d30	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-23	9	5				29	1		28	17.21221473721696	0.5935246461109297		16.618690091106032		3.4482758620689653		96.55172413793103	2			2	7.407407407407407			7.6923076923076925	544	168485	6	29.4
nytimes/us-counties	a06af074d547	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-24	10	6				32	1		31	18.99278867554975	0.5935246461109297		18.39926402943882		3.125		96.875	3			3	10.344827586206897			10.714285714285714	544	168485	6	29.4
nytimes/us-counties	17f634e5441f	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-26	12	8				49	1		48	29.08270765943556	0.5935246461109297		28.489183013324627		2.0408163265306123		97.95918367346938	17			17	53.125			54.83870967741935	544	168485	6	29.4
nytimes/us-counties	c2d781d71a3f	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-27	13	9				53	1		52	31.456806243879278	0.5935246461109297		30.863281597768342		1.8867924528301887		98.11320754716981	4			4	8.16326530612245			8.333333333333334	544	168485	6	29.4
nytimes/us-counties	020306cdc783	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-28	14	10				57	1		56	33.83090482832299	0.5935246461109297		33.237380182212064		1.7543859649122806		98.24561403508771	4			4	7.547169811320755			7.6923076923076925	544	168485	6	29.4
nytimes/us-counties	d63e1b454978	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-29	15	11				58	1		57	34.42442947443392	0.5935246461109297		33.83090482832299		1.7241379310344827		98.27586206896551	1			1	1.7543859649122806			1.7857142857142858	544	168485	6	29.4
nytimes/us-counties	2f1d67d893b1	25da86b59ddd	total-country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-30	16	12				60	1		59	35.611478766655786	0.5935246461109297		35.01795412054485		1.6666666666666667		98.33333333333333	2			2	3.4482758620689653			3.508771929824561	544	168485	6	29.4
nytimes/us-counties	26a2f90f69b4	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-15	1					3			3	1.7805739383327892			1.7805739383327892				100									544	168485	6	29.4
nytimes/us-counties	84efdfb79e3e	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-18	4					8			8	4.748197168887438			4.748197168887438				100	5			5	166.66666666666666			166.66666666666666	544	168485	6	29.4
nytimes/us-counties	fcee155b1e9d	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-19	5	1				12			12	7.122295753331157			7.122295753331157				100	4			4	50			50	544	168485	6	29.4
nytimes/us-counties	cdf4738ac7f9	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-20	6	2				14			14	8.309345045553016			8.309345045553016				100	2			2	16.666666666666668			16.666666666666668	544	168485	6	29.4
nytimes/us-counties	cb99e80cdb1f	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-21	7	3				15			15	8.902869691663946			8.902869691663946				100	1			1	7.142857142857143			7.142857142857143	544	168485	6	29.4
nytimes/us-counties	fc19985cfa75	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-22	8	4				27	1		26	16.0251654449951	0.5935246461109297		15.431640798884171		3.7037037037037033		96.29629629629629	12	1		11	80			73.33333333333333	544	168485	6	29.4
nytimes/us-counties	d0ef6c19fabf	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-23	9	5				29	1		28	17.21221473721696	0.5935246461109297		16.618690091106032		3.4482758620689653		96.55172413793103	2			2	7.407407407407407			7.6923076923076925	544	168485	6	29.4
nytimes/us-counties	095c7c643a8d	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-24	10	6				32	1		31	18.99278867554975	0.5935246461109297		18.39926402943882		3.125		96.875	3			3	10.344827586206897			10.714285714285714	544	168485	6	29.4
nytimes/us-counties	341b1e1c36fe	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-26	12	8				49	1		48	29.08270765943556	0.5935246461109297		28.489183013324627		2.0408163265306123		97.95918367346938	17			17	53.125			54.83870967741935	544	168485	6	29.4
nytimes/us-counties	895f539c474e	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-27	13	9				53	1		52	31.456806243879278	0.5935246461109297		30.863281597768342		1.8867924528301887		98.11320754716981	4			4	8.16326530612245			8.333333333333334	544	168485	6	29.4
nytimes/us-counties	a1dffc5ca1bb	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-28	14	10				57	1		56	33.83090482832299	0.5935246461109297		33.237380182212064		1.7543859649122806		98.24561403508771	4			4	7.547169811320755			7.6923076923076925	544	168485	6	29.4
nytimes/us-counties	5bf3c234a3ec	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-29	15	11				58	1		57	34.42442947443392	0.5935246461109297		33.83090482832299		1.7241379310344827		98.27586206896551	1			1	1.7543859649122806			1.7857142857142858	544	168485	6	29.4
nytimes/us-counties	1c0ad5e783c0	57f600c539c6	country	Guam	GU	Guam			13.46666666	144.78333333	2020-03-30	16	12				60	1		59	35.611478766655786	0.5935246461109297		35.01795412054485		1.6666666666666667		98.33333333333333	2			2	3.4482758620689653			3.508771929824561	544	168485	6	29.4
nytimes/us-counties	36f93ee149c1	10b06742b022	total-subregion	Micronesia		Micronesia					2020-03-15	1					3			3	0.5507093135959116			0.5507093135959116				100									3182	544752		
nytimes/us-counties	623cf7123fb0	10b06742b022	total-subregion	Micronesia		Micronesia					2020-03-18	4					8			8	1.4685581695890975			1.4685581695890975				100	5			5	166.66666666666666			166.66666666666666	3182	544752		
